Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
-0.3546911457558323,1.22243488172355,-0.482972627114514,1.00612649799407,-0.629277715316845,-1.54540069350182,-1.05878729869553,-0.699653056194532,0.0581060042833922,2.0982197421251,-1.0222802511057,-0.483679530623485,-0.202052098817225,-2.074016611076,0.264014126781424,1.46509599086201,-0.444924057438167,0.0865956134932811,0.323733371510887,0.446437689074686,-0.262910313385816,-0.0136211909551817,0.112532289148934,0.028354081377517,0.681553081267457,0.389823426797297,-0.700174512850248,0.0811589702608895,0.0343583256429502,-0.3493332192312134,0
-0.35995641372428533,1.37285228301584,-0.600069481773746,-1.98224172265667,-1.65259626385957,1.8759889599485,2.8503275319669,-0.650838982431639,0.633995915315747,-1.19547757647127,0.310625568047008,0.274893875201137,-0.937922483348395,0.0752719594351461,-0.787505959386649,0.800437597453002,1.49648494778361,0.591162720145895,-0.674473283527139,0.819934798218484,0.336575147792809,0.0859689760554669,-0.0903114583750521,-0.211466733036336,0.957720245024697,0.811914782312582,-0.137129510905972,-0.0133795695239448,0.0313417752919126,-0.07461167025813192,0
0.6487004404563226,1.88961791435199,1.07309853428207,-1.67801752213825,4.17326819444992,1.01551580609762,-0.0093890345376856,-0.0797056036973578,0.0640708218352963,-0.714516675807338,0.0422275201898101,-0.408402781057003,-0.929370065771482,0.0586863166856154,-3.51284546122181,-0.164612974126633,2.06985302474878,1.7333815808837,1.58075796212324,-2.33518537609962,-0.15357026465285,0.203727978494943,0.733795720552592,-0.0365597489616082,0.334305770703597,0.147171035637962,0.279556488222951,0.0316687807243937,0.0358833226413502,-0.3404673689808828,1
1.4674917316945146,0.0390615817068912,0.889239179821693,0.302198657524712,-0.585161164126688,0.431838081166489,-1.11652361981601,1.05071117457991,-0.232965198369179,-0.109813112495475,-0.425770621476461,-0.846933368507922,0.363781057196576,0.430185777613249,0.0293456299666803,-0.449951783717515,-0.115014047809986,-0.429630249832897,-0.801883329432333,-0.0908121526376802,-0.0057847438249135,-0.253421229328061,-0.535449719596394,0.0724192315963691,0.0505881928484255,-0.475028678886005,0.136236278819676,0.248946187795006,0.098622673336343,-0.3294050242991641,0
1.0837168800099108,-0.629285896059877,1.37978749908678,-0.297017925205877,-1.39329679516582,1.48965482338306,-0.885138671820824,1.87244400858959,-0.523914471377923,-0.590964360436635,0.141193554144417,1.11327309038148,0.731298001652437,0.265175231147018,0.446132812117889,-0.678330855417119,-0.630348018943261,-0.726160465233803,0.0042415761398995,0.279980430287229,0.248376456685733,0.158709291822277,0.782369409452987,-0.492603469302938,0.834801829874138,0.546615630399798,0.155325007239018,0.0918485478049091,0.0026827041970631,-0.3230950948417215,0
-1.5686092064186126,-15.2713618637585,8.32658106147414,-22.3385905133352,11.8853128922128,-8.72133435613386,-2.32430694897567,-16.1964186599881,0.512881820424485,-6.33368515594745,-13.175198078736,9.93981974172569,-14.2254557039818,0.716033665192873,-14.0047761755606,-0.329447848153274,-8.0594194070953,-12.1220088158237,-4.79971013254961,0.686227163597458,0.993121017282391,-2.3568962794623,1.06801917704623,1.08561716724338,-1.03979707801119,-0.182006136246673,0.649920860777984,2.14924707788821,-1.40681133211222,-0.3493332192312134,1
1.5654888991233622,-1.92788332105459,1.12565266367046,-4.51833064132991,1.74929253346589,-1.56648729197754,-2.01049423115212,-0.882849830858081,0.697211109261327,-2.0649452874475,-5.58779378195338,2.1157951772133,-5.4174240819973,-1.23512263142388,-6.66517689463338,0.401700686738171,-2.89782511671737,-4.57052943365069,-1.31514721385427,0.391167040935071,1.25296673470361,0.778583978950071,-0.319188818860513,0.639418961153121,-0.294885040380029,0.537502535542985,0.788395056528708,0.292679966295281,0.147967928722538,1.2041873876960827,1
-0.6779364768751001,0.939263416283521,-0.109287298837858,0.290744785821533,1.48034225177119,-0.192961801579738,-0.119421652700399,0.276292650095698,-0.0897391418801092,0.159169378207742,-0.202082067757013,-0.401958980078942,0.948673878342846,0.66861573974991,-0.0627438593270136,-0.16469043557744,-0.744239729870336,0.222558769443807,-1.04978305994552,-0.410344136092181,0.097980812148538,-0.0219496514508838,-0.0543704392502642,-0.174451427938078,0.122196101429337,0.646605670891871,-0.327901048991203,0.0228574254890051,0.038090329292719,0.14755375741118804,0
-1.2382031108622489,-0.483270453934771,0.0885459547376937,1.18349151546954,-1.51968230381586,0.382375510160656,-0.460090898168593,0.282475063844787,-0.462533982771457,-1.19151010956919,0.626555262280831,-1.06658555267138,-0.719242356625352,1.49421614159143,-0.829010490060935,0.468949557308095,1.06298655287954,-0.281169920204952,-0.908626132040625,1.01922745291502,0.263123397657888,0.328276991602941,1.03094877647923,-0.444536182803416,-0.530203568842791,0.109560300154244,-0.10842977221763,-0.330515980707467,-0.0230328328855044,-0.3173842093201122,0
0.162821512327478,-1.45687631770562,3.74030556080113,-7.40451844591174,7.44096403590735,-1.5498779534738,-1.66169686169337,-5.75721301357641,1.61501101078404,-2.19488072574389,-6.80713525144464,6.82579316213884,-10.3997491177692,1.83644883978883,-11.872845098188,-3.6423925983095,-6.0441031440521,-9.75077638654123,-3.11637225405711,0.0653171492484702,0.529557330911833,0.957897451629944,0.145339479676781,-0.0447039008346728,-0.544961671329029,-0.757756535554721,-0.005352369235898,0.318152285707546,-0.323553622642371,-0.3442213776454372,1
